amount_received,amount_paid,amount_ratio,log_amount_paid,log_amount_received,amount_difference,hour_of_day,day_of_week,from_bank,to_bank,payment_format,payment_currency,receiving_currency,is_high_risk_format,is_cross_currency,is_bitcoin,is_laundering
15.27,15.27,0.9999999999345122,2.7893229212309465,2.7893229212309465,0.0,0,0,110749,110749,5,12,12,0,0,0,0
10.77,10.77,0.9999999999071495,2.4655539212721855,2.4655539212721855,0.0,0,0,211767,235985,4,12,12,0,0,0,0
68.15,68.15,0.9999999999853264,4.236278058110767,4.236278058110767,0.0,0,0,13514,37910,4,12,12,0,0,0,0
15.25,15.25,0.9999999999344262,2.7880929087757464,2.7880929087757464,0.0,0,0,4011,3902,4,12,12,0,0,0,0
16.99,16.99,0.9999999999411419,2.8898160479624417,2.8898160479624417,0.0,0,0,29655,32439,4,12,12,0,0,0,0
14340474.1,14340474.1,0.9999999999999999,16.47859652368874,16.47859652368874,0.0,0,0,13146,13146,5,12,12,0,0,0,0
5588.65,5588.65,0.999999999999821,8.628671952382145,8.628671952382145,0.0,0,0,310836,310836,5,12,12,0,0,0,0
55655.9,55655.9,0.9999999999999821,10.926961338235992,10.926961338235992,0.0,0,0,1315,112136,0,12,12,0,0,0,0
122355.0,122355.0,0.9999999999999918,11.71469010730879,11.71469010730879,0.0,0,0,212191,12351,3,12,12,0,0,0,0
1898.52,1898.52,0.9999999999994733,7.549356501658852,7.549356501658852,0.0,0,0,18453,18453,5,12,12,0,0,0,0
6086.61,6086.61,0.9999999999998357,8.714010837042784,8.714010837042784,0.0,0,0,1315,1315,5,12,12,0,0,0,0
20.41,20.41,0.9999999999510044,3.0638581026015914,3.0638581026015914,0.0,0,0,13146,13146,5,12,12,0,0,0,0
5.36,5.36,0.9999999998134328,1.8500283773520307,1.8500283773520307,0.0,0,0,16315,16315,5,12,12,0,0,0,0
22.87,22.87,0.9999999999562746,3.1726224403507386,3.1726224403507386,0.0,0,0,112136,21418,4,12,12,0,0,0,0
175.65,175.65,0.9999999999943069,5.174170373805154,5.174170373805154,0.0,0,0,11,111632,4,12,12,0,0,0,0
9.31,9.31,0.9999999998925886,2.333114298028869,2.333114298028869,0.0,0,0,112136,112136,5,12,12,0,0,0,0
43.16,43.16,0.9999999999768305,3.78781940196884,3.78781940196884,0.0,0,0,12351,5610,4,12,12,0,0,0,0
289.96,289.96,0.9999999999965513,5.673185800678733,5.673185800678733,0.0,0,0,0,21418,4,12,12,0,0,0,0
1929.9,1929.9,0.9999999999994819,7.565741494448493,7.565741494448493,0.0,0,0,24842,24842,5,12,12,0,0,0,0
797.12,797.12,0.9999999999987454,6.6822589620843305,6.6822589620843305,0.0,0,0,25932,25932,5,12,12,0,0,0,0
4.27,4.27,0.9999999997658079,1.6620303625532709,1.6620303625532709,0.0,0,0,28474,28474,5,12,12,0,0,0,0
21.78,21.78,0.9999999999540863,3.125882958019036,3.125882958019036,0.0,0,0,28348,28348,5,12,12,0,0,0,0
6.66,6.66,0.9999999998498499,2.0360119837525,2.0360119837525,0.0,0,0,23435,28781,4,12,12,0,0,0,0
3.97,3.97,0.9999999997481108,1.6034198401085376,1.6034198401085376,0.0,0,0,14992,213595,4,12,12,0,0,0,0
12.91,12.91,0.9999999999225406,2.6326080059353516,2.6326080059353516,0.0,0,0,13347,13347,5,12,12,0,0,0,0
11.21,11.21,0.9999999999107939,2.502255288122613,2.502255288122613,0.0,0,0,0,0,5,12,12,0,0,0,0
169390.13,169390.13,0.9999999999999941,12.039965698554104,12.039965698554104,0.0,0,0,0,0,5,12,12,0,0,0,0
1064597.11,1064597.11,0.9999999999999991,13.878107924404546,13.878107924404546,0.0,0,0,20,20,5,12,12,0,0,0,0
19.18,19.18,0.9999999999478624,3.004692014925463,3.004692014925463,0.0,0,0,0,0,5,12,12,0,0,0,0
23.48,23.48,0.9999999999574105,3.1978564576441255,3.1978564576441255,0.0,0,0,0,0,5,12,12,0,0,0,0
163068.64,163068.64,0.9999999999999939,12.001932627811996,12.001932627811996,0.0,0,0,20,20,5,12,12,0,0,0,0
6.42,6.42,0.9999999998442367,2.004179057179289,2.004179057179289,0.0,0,0,20,20,5,12,12,0,0,0,0
982289.26,982289.26,0.9999999999999989,13.797642124109373,13.797642124109373,0.0,0,0,20,20,5,12,12,0,0,0,0
11.24,11.24,0.9999999999110321,2.50470927708418,2.50470927708418,0.0,0,0,20,20,5,12,12,0,0,0,0
104583.9,104583.9,0.9999999999999905,11.557754460727502,11.557754460727502,0.0,0,0,11,11,5,12,12,0,0,0,0
167.41,167.41,0.9999999999940267,5.126401482467963,5.126401482467963,0.0,0,0,20,20,3,12,12,0,0,0,0
401.34,401.34,0.9999999999975083,5.997297502300426,5.997297502300426,0.0,0,0,20,20,2,12,12,1,0,0,0
205634.52,205634.52,0.9999999999999952,12.233860560287313,12.233860560287313,0.0,0,0,20,20,5,12,12,0,0,0,0
87647.49,87647.49,0.9999999999999886,11.381089662591172,11.381089662591172,0.0,0,0,20,20,5,12,12,0,0,0,0
5105.92,5105.92,0.999999999999804,8.53835176175111,8.53835176175111,0.0,0,0,70,20,3,12,12,0,0,0,0
468351.35,468351.35,0.9999999999999979,13.05697617623972,13.05697617623972,0.0,0,0,11,11,5,12,12,0,0,0,0
1135598.87,1135598.87,0.9999999999999992,13.942671589104018,13.942671589104018,0.0,0,0,11,11,5,12,12,0,0,0,0
8.96,8.96,0.9999999998883928,2.298577071596507,2.298577071596507,0.0,0,0,20,20,5,12,12,0,0,0,0
17817.54,17817.54,0.9999999999999438,9.787994767253057,9.787994767253057,0.0,0,0,0,0,5,12,12,0,0,0,0
18.48,18.48,0.9999999999458874,2.969388298214389,2.969388298214389,0.0,0,0,0,0,5,12,12,0,0,0,0
24.37,24.37,0.9999999999589659,3.2335673736111907,3.2335673736111907,0.0,0,0,11,11,5,12,12,0,0,0,0
1048472.01,1048472.01,0.999999999999999,13.862845387457266,13.862845387457266,0.0,0,0,0,0,5,12,12,0,0,0,0
7100.75,7100.75,0.9999999999998591,8.86809651153172,8.86809651153172,0.0,0,0,0,0,5,12,12,0,0,0,0
5.65,5.65,0.9999999998230088,1.8946168546677629,1.8946168546677629,0.0,0,0,20,20,5,12,12,0,0,0,0
23.06,23.06,0.9999999999566349,3.180550710546533,3.180550710546533,0.0,0,0,0,0,5,12,12,0,0,0,0
10.32,10.32,0.9999999999031007,2.4265710727750367,2.4265710727750367,0.0,0,0,20,20,5,12,12,0,0,0,0
22.13,22.13,0.9999999999548125,3.141130476243348,3.141130476243348,0.0,0,0,0,0,5,12,12,0,0,0,0
416110.6,416110.6,0.9999999999999977,12.938708772496414,12.938708772496414,0.0,0,0,11,11,5,12,12,0,0,0,0
84564.74,84564.74,0.9999999999999881,11.345284499035024,11.345284499035024,0.0,0,0,0,0,5,12,12,0,0,0,0
109268.41,109268.41,0.9999999999999908,11.60157176308101,11.60157176308101,0.0,0,0,11,11,5,12,12,0,0,0,0
